FUND TYPE,FUND CODE,FUND DESCRIPTION,DEPARTMENT NUMBER,DEPARTMENT DESCRIPTION,APPROPRIATION AUTHORITY,APPROPRIATION AUTHORITY DESCRIPTION,APPROPRIATION ACCOUNT,APPROPRIATION ACCOUNT DESCRIPTION,2021 ORDINANCE (AMOUNT $)
LOCAL,610,MIDWAY AIRPORT FUND,27,DOF,2012,ACCOUNTING FINANCIAL REPORTING,350,STATIONERY AND OFFICE SUPPLIES,500
LOCAL,610,MIDWAY AIRPORT FUND,27,DOF,2015,FINANCIAL STRATEGY AND OPS,5,SALARIES AND WAGES - ON PAYROLL,199544
LOCAL,610,MIDWAY AIRPORT FUND,27,DOF,2015,FINANCIAL STRATEGY AND OPS,140,PROFESSIONAL AND TECHNICAL SERVICES,26000
LOCAL,610,MIDWAY AIRPORT FUND,27,DOF,2015,FINANCIAL STRATEGY AND OPS,149,SOFTWARE MAINTENANCE AND LICENSING,6588
LOCAL,610,MIDWAY AIRPORT FUND,27,DOF,2015,FINANCIAL STRATEGY AND OPS,166,DUES  SUBSC & MEM,350
LOCAL,610,MIDWAY AIRPORT FUND,28,CTO,2005,OFFICE OF CITY TREASURER,5,SALARIES AND WAGES - ON PAYROLL,224154
LOCAL,610,MIDWAY AIRPORT FUND,28,CTO,2005,OFFICE OF CITY TREASURER,15,SCHEDULE SALARY ADJUSTMENTS,2838
LOCAL,610,MIDWAY AIRPORT FUND,28,CTO,2005,OFFICE OF CITY TREASURER,138,IT MAINTENANCE,50000
LOCAL,610,MIDWAY AIRPORT FUND,28,CTO,2005,OFFICE OF CITY TREASURER,139,IT DEVELOPMENT,15555
LOCAL,610,MIDWAY AIRPORT FUND,28,CTO,2005,OFFICE OF CITY TREASURER,140,PROFESSIONAL AND TECHNICAL SERVICES,44682
LOCAL,610,MIDWAY AIRPORT FUND,31,LAW,2005,LAW,5,SALARIES AND WAGES - ON PAYROLL,326297
LOCAL,610,MIDWAY AIRPORT FUND,31,LAW,2005,LAW,130,POSTAGE,2018
LOCAL,610,MIDWAY AIRPORT FUND,31,LAW,2005,LAW,138,IT MAINTENANCE,9479
LOCAL,610,MIDWAY AIRPORT FUND,31,LAW,2005,LAW,140,PROFESSIONAL AND TECHNICAL SERVICES,28225
LOCAL,610,MIDWAY AIRPORT FUND,31,LAW,2005,LAW,141,APPRAISALS,150
LOCAL,610,MIDWAY AIRPORT FUND,31,LAW,2005,LAW,143,COURT REPORTING,5138
LOCAL,610,MIDWAY AIRPORT FUND,31,LAW,2005,LAW,145,LEGAL EXPENSES,3272
LOCAL,610,MIDWAY AIRPORT FUND,31,LAW,2005,LAW,149,SOFTWARE MAINTENANCE AND LICENSING,7840
LOCAL,610,MIDWAY AIRPORT FUND,31,LAW,2005,LAW,150,OUTSIDE GRAPHIC SERVICES,100
LOCAL,610,MIDWAY AIRPORT FUND,31,LAW,2005,LAW,157,RENTAL EQUIPMENT AND SERVICES,375
LOCAL,610,MIDWAY AIRPORT FUND,31,LAW,2005,LAW,159,LEASE/PURCHASE EQUIPMENT,5760
LOCAL,610,MIDWAY AIRPORT FUND,31,LAW,2005,LAW,162,REPAIR/MAINT EQUIPMENT,100
LOCAL,610,MIDWAY AIRPORT FUND,31,LAW,2005,LAW,166,DUES  SUBSC & MEM,3405
LOCAL,610,MIDWAY AIRPORT FUND,31,LAW,2005,LAW,169,TECHNICAL MEETING COSTS,2265
LOCAL,610,MIDWAY AIRPORT FUND,31,LAW,2005,LAW,178,FREIGHT AND EXPRESS CHARGES,301
LOCAL,610,MIDWAY AIRPORT FUND,31,LAW,2005,LAW,190,TELEPHONE - CENTREX BILLINGS,4073
LOCAL,610,MIDWAY AIRPORT FUND,31,LAW,2005,LAW,229,TRANSPORTATION AND EXPENSE ALLOWANCE,150
LOCAL,610,MIDWAY AIRPORT FUND,31,LAW,2005,LAW,270,LOCAL TRANSPORTATION,777
LOCAL,610,MIDWAY AIRPORT FUND,31,LAW,2005,LAW,348,BOOKS AND RELATED MATERIAL,570
LOCAL,610,MIDWAY AIRPORT FUND,31,LAW,2005,LAW,350,STATIONERY AND OFFICE SUPPLIES,2398
LOCAL,610,MIDWAY AIRPORT FUND,31,LAW,2005,LAW,9438,REIMBURSEMENT - AIS,863
LOCAL,610,MIDWAY AIRPORT FUND,33,DHR,2005,HUMAN RESOURCES,5,SALARIES AND WAGES - ON PAYROLL,110079
LOCAL,610,MIDWAY AIRPORT FUND,35,DPS,2005,PROCUREMENT SERVICES,5,SALARIES AND WAGES - ON PAYROLL,404513
LOCAL,610,MIDWAY AIRPORT FUND,35,DPS,2005,PROCUREMENT SERVICES,15,SCHEDULE SALARY ADJUSTMENTS,5393
LOCAL,610,MIDWAY AIRPORT FUND,35,DPS,2005,PROCUREMENT SERVICES,140,PROFESSIONAL AND TECHNICAL SERVICES,11000
LOCAL,610,MIDWAY AIRPORT FUND,35,DPS,2005,PROCUREMENT SERVICES,350,STATIONERY AND OFFICE SUPPLIES,200
LOCAL,610,MIDWAY AIRPORT FUND,38,AIS,2131,BUREAU OF ASSET MANAGEMENT,140,PROFESSIONAL AND TECHNICAL SERVICES,20533
LOCAL,610,MIDWAY AIRPORT FUND,38,AIS,2131,BUREAU OF ASSET MANAGEMENT,315,MOTOR VEHICLE DIESEL FUEL,294541
LOCAL,610,MIDWAY AIRPORT FUND,38,AIS,2131,BUREAU OF ASSET MANAGEMENT,320,GASOLINE,362675
LOCAL,610,MIDWAY AIRPORT FUND,38,AIS,2131,BUREAU OF ASSET MANAGEMENT,322,NATURAL GAS,897937
LOCAL,610,MIDWAY AIRPORT FUND,38,AIS,2131,BUREAU OF ASSET MANAGEMENT,331,ELECTRICITY,4840338
LOCAL,610,MIDWAY AIRPORT FUND,38,AIS,2140,FLEET OPERATIONS,5,SALARIES AND WAGES - ON PAYROLL,1293339
LOCAL,610,MIDWAY AIRPORT FUND,38,AIS,2140,FLEET OPERATIONS,12,CONTRACT WAGE - PREVAILING RATE,10214
LOCAL,610,MIDWAY AIRPORT FUND,38,AIS,2140,FLEET OPERATIONS,20,OVERTIME,115000
LOCAL,610,MIDWAY AIRPORT FUND,38,AIS,2140,FLEET OPERATIONS,140,PROFESSIONAL AND TECHNICAL SERVICES,220470
LOCAL,610,MIDWAY AIRPORT FUND,38,AIS,2140,FLEET OPERATIONS,148,TESTING AND INSPECTING,3500
LOCAL,610,MIDWAY AIRPORT FUND,38,AIS,2140,FLEET OPERATIONS,149,SOFTWARE MAINTENANCE AND LICENSING,15266
LOCAL,610,MIDWAY AIRPORT FUND,38,AIS,2140,FLEET OPERATIONS,162,REPAIR/MAINT EQUIPMENT,25420
LOCAL,610,MIDWAY AIRPORT FUND,38,AIS,2140,FLEET OPERATIONS,176,MAINTENANCE AND OPERATION - VEHICLES,390927
LOCAL,610,MIDWAY AIRPORT FUND,38,AIS,2140,FLEET OPERATIONS,338,LICENSE STICKER TAG AND PLATES,2500
LOCAL,610,MIDWAY AIRPORT FUND,38,AIS,2140,FLEET OPERATIONS,350,STATIONERY AND OFFICE SUPPLIES,835
LOCAL,610,MIDWAY AIRPORT FUND,38,AIS,2140,FLEET OPERATIONS,360,REPAIR PARTS AND MATERIAL,677811
LOCAL,610,MIDWAY AIRPORT FUND,38,AIS,2140,FLEET OPERATIONS,440,MACHINERY AND EQUIPMENT,21011
LOCAL,610,MIDWAY AIRPORT FUND,38,AIS,2140,FLEET OPERATIONS,450,VEHICLES,380000
LOCAL,610,MIDWAY AIRPORT FUND,51,PSA,2005,Public Safety Administration,157,RENTAL EQUIPMENT AND SERVICES,16488
LOCAL,610,MIDWAY AIRPORT FUND,51,PSA,2005,Public Safety Administration,340,MATERIAL AND SUPPLIES,25750
LOCAL,610,MIDWAY AIRPORT FUND,57,CPD,1005,Chicago Police Department,5,SALARIES AND WAGES - ON PAYROLL,6369111
LOCAL,610,MIDWAY AIRPORT FUND,57,CPD,1005,Chicago Police Department,8,PAYMENT RETROACTIVE SALARIES,160202
LOCAL,610,MIDWAY AIRPORT FUND,57,CPD,1005,Chicago Police Department,11,CONTRACT WAGE - SALARY,16628
LOCAL,610,MIDWAY AIRPORT FUND,57,CPD,1005,Chicago Police Department,15,SCHEDULE SALARY ADJUSTMENTS,212
LOCAL,610,MIDWAY AIRPORT FUND,57,CPD,1005,Chicago Police Department,20,OVERTIME,852479
LOCAL,610,MIDWAY AIRPORT FUND,57,CPD,1005,Chicago Police Department,21,SWORN/CIVILIAN HOLIDAY PREMIUM PAY,25990
LOCAL,610,MIDWAY AIRPORT FUND,57,CPD,1005,Chicago Police Department,22,DUTY AVAILABILITY,187200
LOCAL,610,MIDWAY AIRPORT FUND,57,CPD,1005,Chicago Police Department,24,COMPENSATORY TIME PAYMENT,352337
LOCAL,610,MIDWAY AIRPORT FUND,57,CPD,1005,Chicago Police Department,27,SUPERVISORS QUARTERLY PAYMENT,60000
LOCAL,610,MIDWAY AIRPORT FUND,57,CPD,1005,Chicago Police Department,60,SPECIALTY PAY,104726
LOCAL,610,MIDWAY AIRPORT FUND,57,CPD,1005,Chicago Police Department,70,TUITION REIMBURSEMENT,30000
LOCAL,610,MIDWAY AIRPORT FUND,57,CPD,1005,Chicago Police Department,88,FURLOUGH / COMP TIME BUY-BACK,83022
LOCAL,610,MIDWAY AIRPORT FUND,57,CPD,1005,Chicago Police Department,91,UNIFORM ALLOWANCE,91350
LOCAL,610,MIDWAY AIRPORT FUND,57,CPD,1005,Chicago Police Department,937,HOSPITAL//MEDICAL - NOT WORKERS' COMP,70200
LOCAL,610,MIDWAY AIRPORT FUND,58,OEMC,2705,OEMC,5,SALARIES AND WAGES - ON PAYROLL,6749220
LOCAL,610,MIDWAY AIRPORT FUND,58,OEMC,2705,OEMC,15,SCHEDULE SALARY ADJUSTMENTS,18485
LOCAL,610,MIDWAY AIRPORT FUND,58,OEMC,2705,OEMC,20,OVERTIME,145000
LOCAL,610,MIDWAY AIRPORT FUND,58,OEMC,2705,OEMC,91,UNIFORM ALLOWANCE,8650
LOCAL,610,MIDWAY AIRPORT FUND,58,OEMC,2705,OEMC,319,CLOTHING,75060
LOCAL,610,MIDWAY AIRPORT FUND,59,CFD,2005,Chicago Fire Department,5,SALARIES AND WAGES - ON PAYROLL,6605785
LOCAL,610,MIDWAY AIRPORT FUND,59,CFD,2005,Chicago Fire Department,15,SCHEDULE SALARY ADJUSTMENTS,7476
LOCAL,610,MIDWAY AIRPORT FUND,59,CFD,2005,Chicago Fire Department,20,OVERTIME,192400
LOCAL,610,MIDWAY AIRPORT FUND,59,CFD,2005,Chicago Fire Department,21,SWORN/CIVILIAN HOLIDAY PREMIUM PAY,305000
LOCAL,610,MIDWAY AIRPORT FUND,59,CFD,2005,Chicago Fire Department,22,DUTY AVAILABILITY,224200
LOCAL,610,MIDWAY AIRPORT FUND,59,CFD,2005,Chicago Fire Department,24,COMPENSATORY TIME PAYMENT,50000
LOCAL,610,MIDWAY AIRPORT FUND,59,CFD,2005,Chicago Fire Department,28,COOPERATIVE EDUCATION PROGRAM,68000
LOCAL,610,MIDWAY AIRPORT FUND,59,CFD,2005,Chicago Fire Department,60,SPECIALTY PAY,220935
LOCAL,610,MIDWAY AIRPORT FUND,59,CFD,2005,Chicago Fire Department,61,DRIVER'S DIFFERENTIAL,50450
LOCAL,610,MIDWAY AIRPORT FUND,59,CFD,2005,Chicago Fire Department,62,REQUIRED CERTIFICATIONS,10000
LOCAL,610,MIDWAY AIRPORT FUND,59,CFD,2005,Chicago Fire Department,63,FITNESS BENEFIT,9000
LOCAL,610,MIDWAY AIRPORT FUND,59,CFD,2005,Chicago Fire Department,88,FURLOUGH / COMP TIME BUY-BACK,145000
LOCAL,610,MIDWAY AIRPORT FUND,59,CFD,2005,Chicago Fire Department,91,UNIFORM ALLOWANCE,78300
LOCAL,610,MIDWAY AIRPORT FUND,59,CFD,2005,Chicago Fire Department,140,PROFESSIONAL AND TECHNICAL SERVICES,45000
LOCAL,610,MIDWAY AIRPORT FUND,59,CFD,2005,Chicago Fire Department,937,HOSPITAL//MEDICAL - NOT WORKERS' COMP,170100
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,5,SALARIES AND WAGES - ON PAYROLL,22466241
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,12,CONTRACT WAGE - PREVAILING RATE,143091
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,15,SCHEDULE SALARY ADJUSTMENTS,110569
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,20,OVERTIME,1200000
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,39,STUDENT AS TRAINEES,10000
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,49,WORKERS' COMPENSATION,1134092
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,91,UNIFORM ALLOWANCE,39000
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,130,POSTAGE,200
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,138,IT MAINTENANCE,5924200
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,140,PROFESSIONAL AND TECHNICAL SERVICES,18898813
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,141,APPRAISALS,8000
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,142,ACCOUNTING AND AUDITING,233200
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,144,ENGINEERING AND ARCHITECTURE,40000
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,148,TESTING AND INSPECTING,12500
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,149,SOFTWARE MAINTENANCE AND LICENSING,235600
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,152,ADVERTISING,51000
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,157,RENTAL EQUIPMENT AND SERVICES,11634300
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,160,REPAIR/MAINT PROPERTY,1800000
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,161,MAINT FACILITIES,23454200
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,162,REPAIR/MAINT EQUIPMENT,18457100
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,163,MAINT STREETS,4830000
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,166,DUES  SUBSC & MEM,9100
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,168,EDUCATION DEVELOPMENT,241500
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,169,TECHNICAL MEETING COSTS,48700
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,181,MOBILE COMMUNICATION SERVICES,45300
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,183,WATER,520000
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,185,WASTE DISPOSAL SERVICES,510000
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,189,TELEPHONE - NON-CENTREX BILLINGS,15300
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,190,TELEPHONE - CENTREX BILLINGS,506000
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,191,TELEPHONE - RELOCATIONS,5000
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,197,TELEPHONE - MAINTENANCE,8000
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,229,TRANSPORTATION AND EXPENSE ALLOWANCE,100
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,270,LOCAL TRANSPORTATION,100
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,313,CLEANING AND SANITATION SUPPLIES,139000
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,319,CLOTHING,48800
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,340,MATERIAL AND SUPPLIES,3157300
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,345,APPARATUS AND INSTRUMENTS,2000
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,350,STATIONERY AND OFFICE SUPPLIES,20000
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,360,REPAIR PARTS AND MATERIAL,72500
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,361,BUILDING MATERIALS AND SUPPLIES,6500
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,362,PAINTS AND PAINTING SUPPLIES,70000
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,364,PLUMBING SUPPLIES,2000
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,365,ELECTRICAL SUPPLIES,697000
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,402,TOOLS > $100 UNIT,15000
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,423,COMMUNICATION DEVICES,271600
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,424,FURNITURE AND FURNISHINGS,50000
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,440,MACHINERY AND EQUIPMENT,24300
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,446,PURCHASE - DATA HARDWARE,402900
LOCAL,610,MIDWAY AIRPORT FUND,85,CDA,2010,CHICAGO MIDWAY AIRPORT,9438,REIMBURSEMENT - AIS,35000
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,3,SCHEDULED WAGE ADJUSTMENTS,572542
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,29,HMO PREMIUMS,1465918
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,42,For the Costs of Claims and Administration for Hospital and Medical Care Provided to Eligible Employees  Provided However  That All Payments to the In...,3384019
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,43,For the Health Maintenance Organization Premiums or Cost of Claims and Administration for Hospital and Medical Care Provided to Police and Fire Depart...,59062
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,45,PREM TERM LIFE INSURANCE,41509
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,49,WORKERS' COMPENSATION,189000
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,51,UNEMPLOYMENT INSURANCE CLAIM,93185
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,52,MEDICAL CARE CLAIMS,79553
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,56,DENTAL PLAN PREMIUMS,200961
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,94,LAYOFFS / FURLOUGH DAYS SAVINGS,-27033
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,138,IT MAINTENANCE,1335359
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,140,PROFESSIONAL AND TECHNICAL SERVICES,1326109
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,142,ACCOUNTING AND AUDITING,470500
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,145,LEGAL EXPENSES,847000
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,161,MAINT FACILITIES,20000
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,172,INSURANCE PREMIUMS,3868800
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,245,REIMBURSEMENT TO TRAVELERS,5000
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,902,INTEREST ON BONDS,75170849
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,912,PAYMENT OF BONDS,60140000
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,931,TORT/NON-TORT JUDGMENT,4500
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,959,BOND FEES AND COSTS,3427784
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9027,SOCIAL SECURITY TAX,7025
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9046,OPERATIONS AND MAINTENANCE RESERVE,1200000
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9076,CITY CNTB MEDICARE TAX,278870
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9085,CITY DEFERRED COMPENSATION,30775
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9198,COVID-19,461000
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9611,REIMB - INDIRECT COSTS TO CORPORATE,7064645
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9711,TRANSFER-O'HARE FUND FOR ADMIN SALARIES,3000000
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9980,MUNICIPAL FUND PENSION ALLOCATION,8551000
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9981,LABORERS' FUND PENSION ALLOCATION,1398000
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9982,POLICEMEN'S FUND PENSION ALLOCATION,4316000
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9983,FIREMEN'S FUND PENSION ALLOCATION,4856000
LOCAL,681,MUNICIPAL ANNUNITY AND BENEFIT,99,FINANCE GENERAL,2005,FINANCE GENERAL,960,LOSS IN COLLECTION OF TAXES,6886000
LOCAL,681,MUNICIPAL ANNUNITY AND BENEFIT,99,FINANCE GENERAL,2005,FINANCE GENERAL,976,EMPLOYEE ANNUITY AND BENEFIT,576000000
LOCAL,682,LABORERS' ANNUNITY AND BENEFIT,99,FINANCE GENERAL,2005,FINANCE GENERAL,960,LOSS IN COLLECTION OF TAXES,2238000
LOCAL,682,LABORERS' ANNUNITY AND BENEFIT,99,FINANCE GENERAL,2005,FINANCE GENERAL,976,EMPLOYEE ANNUITY AND BENEFIT,84000000
LOCAL,683,POLICEMEN'S ANNUITY AND BENEFIT,99,FINANCE GENERAL,2005,FINANCE GENERAL,960,LOSS IN COLLECTION OF TAXES,32057000
LOCAL,683,POLICEMEN'S ANNUITY AND BENEFIT,99,FINANCE GENERAL,2005,FINANCE GENERAL,976,EMPLOYEE ANNUITY AND BENEFIT,786793000
LOCAL,684,FIREMEN'S ANNUITY AND BENEFIT,99,FINANCE GENERAL,2005,FINANCE GENERAL,960,LOSS IN COLLECTION OF TAXES,14378000
LOCAL,684,FIREMEN'S ANNUITY AND BENEFIT,99,FINANCE GENERAL,2005,FINANCE GENERAL,976,EMPLOYEE ANNUITY AND BENEFIT,368401000
LOCAL,740,O HARE REVENUE FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,5,SALARIES AND WAGES - ON PAYROLL,861229
LOCAL,740,O HARE REVENUE FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,15,SCHEDULE SALARY ADJUSTMENTS,5793
LOCAL,740,O HARE REVENUE FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,130,POSTAGE,308
LOCAL,740,O HARE REVENUE FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,140,PROFESSIONAL AND TECHNICAL SERVICES,2116
LOCAL,740,O HARE REVENUE FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,143,COURT REPORTING,16346
LOCAL,740,O HARE REVENUE FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,149,SOFTWARE MAINTENANCE AND LICENSING,28321
LOCAL,740,O HARE REVENUE FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,157,RENTAL EQUIPMENT AND SERVICES,10187
LOCAL,740,O HARE REVENUE FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,159,LEASE/PURCHASE EQUIPMENT,1016
LOCAL,740,O HARE REVENUE FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,162,REPAIR/MAINT EQUIPMENT,65
LOCAL,740,O HARE REVENUE FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,166,DUES  SUBSC & MEM,2189
LOCAL,740,O HARE REVENUE FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,169,TECHNICAL MEETING COSTS,10365
LOCAL,740,O HARE REVENUE FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,181,MOBILE COMMUNICATION SERVICES,3811
LOCAL,740,O HARE REVENUE FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,189,TELEPHONE - NON-CENTREX BILLINGS,6534
LOCAL,740,O HARE REVENUE FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,270,LOCAL TRANSPORTATION,738
LOCAL,740,O HARE REVENUE FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,320,GASOLINE,642
LOCAL,740,O HARE REVENUE FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,340,MATERIAL AND SUPPLIES,647
